id,Номер Рейса,Тип Рейса,Время отправки,Время прибытия,id_Air_Marshal,id_Plane
507,565-59-0744,Пассажирский,5:41,4:27,507,507
508,806-60-2355,Пассажирский,16:05,16:52,508,508
509,120-39-1929,Грузовой,9:12,18:19,509,509
510,360-52-4180,Грузовой,2:27,17:23,510,510
511,229-39-1479,Пассажирский,17:17,6:21,511,511
512,689-73-8173,Грузовой,18:46,8:24,512,512
513,654-71-7122,Пассажирский,15:34,0:34,513,513
514,850-04-4887,Грузовой,23:39,4:59,514,514
515,636-89-0636,Грузовой,17:14,12:39,515,515
516,762-52-4748,Грузовой,5:41,9:06,516,516
517,645-03-0289,Пассажирский,9:27,19:15,517,517
518,320-96-1562,Пассажирский,2:12,20:00,518,518
519,411-49-5780,Грузовой,10:25,18:24,519,519
520,779-45-9212,Пассажирский,8:14,2:12,520,520
521,199-65-5203,Пассажирский,5:40,14:30,521,521
522,535-02-4189,Грузовой,22:34,13:05,522,522
523,483-91-8678,Грузовой,13:47,12:01,523,523
524,442-11-9233,Грузовой,12:49,11:38,524,524
525,751-95-0016,Грузовой,13:44,0:02,525,525
526,781-80-5835,Грузовой,1:23,21:47,526,526
527,490-75-9024,Пассажирский,12:14,14:55,527,527
528,832-73-2857,Пассажирский,1:23,22:18,528,528
529,777-64-4643,Пассажирский,4:20,15:13,529,529
530,579-87-4065,Грузовой,19:28,23:49,530,530
531,150-54-5116,Грузовой,22:39,19:13,531,531
532,805-43-3614,Грузовой,16:57,17:45,532,532
533,153-12-8234,Пассажирский,13:32,9:25,533,533
534,892-35-9336,Грузовой,12:18,5:46,534,534
535,707-08-4687,Пассажирский,6:51,22:39,535,535
536,654-57-2849,Грузовой,13:41,5:42,536,536
537,601-79-8410,Грузовой,11:25,3:56,537,537
538,232-63-1994,Пассажирский,0:26,19:46,538,538
539,164-86-5215,Грузовой,2:42,12:30,539,539
540,396-05-4164,Грузовой,0:44,5:00,540,540
541,677-96-5730,Пассажирский,4:47,20:57,541,541
542,398-68-3373,Грузовой,8:47,5:36,542,542
543,620-97-7692,Пассажирский,1:42,9:19,543,543
544,182-81-9120,Грузовой,0:25,3:25,544,544
545,198-57-9220,Пассажирский,5:02,21:13,545,545
546,240-46-1670,Грузовой,18:54,11:28,546,546
547,319-72-1365,Грузовой,5:32,1:18,547,547
548,850-24-0424,Пассажирский,13:17,6:01,548,548
549,763-53-6287,Пассажирский,22:07,15:46,549,549
550,807-50-3425,Пассажирский,14:44,23:40,550,550
551,538-32-3478,Грузовой,2:16,21:07,551,551
552,159-89-7710,Грузовой,14:59,17:36,552,552
553,707-25-9736,Пассажирский,23:37,10:30,553,553
554,346-92-9371,Пассажирский,13:15,1:25,554,554
555,899-36-7625,Пассажирский,23:33,9:47,555,555
556,240-92-9335,Пассажирский,0:42,5:57,556,556
557,833-42-1145,Грузовой,20:00,20:44,557,557
558,372-71-6410,Грузовой,8:32,0:31,558,558
559,691-01-2405,Пассажирский,20:53,12:05,559,559
560,372-52-7181,Пассажирский,22:50,17:36,560,560
561,870-08-5043,Грузовой,15:57,16:49,561,561
562,652-89-6313,Грузовой,22:00,4:23,562,562
563,603-75-9894,Грузовой,20:19,13:24,563,563
564,681-62-1124,Грузовой,21:55,14:57,564,564
565,467-79-4718,Грузовой,1:10,11:36,565,565
566,218-88-1774,Пассажирский,3:06,1:55,566,566
567,600-99-5241,Пассажирский,17:26,22:13,567,567
568,518-15-6855,Грузовой,6:53,7:12,568,568
569,519-15-0440,Грузовой,12:42,17:19,569,569
570,653-19-1485,Грузовой,1:39,2:15,570,570
571,318-18-4445,Грузовой,9:04,5:28,571,571
572,578-62-3333,Грузовой,7:08,20:49,572,572
573,499-29-3564,Пассажирский,22:14,22:12,573,573
574,579-69-3717,Грузовой,1:34,14:05,574,574
575,764-95-2532,Пассажирский,0:25,20:47,575,575
576,290-58-7188,Грузовой,5:50,0:24,576,576
577,803-49-0543,Грузовой,22:39,3:56,577,577
578,562-61-4362,Пассажирский,2:43,19:08,578,578
579,460-19-2454,Пассажирский,11:49,6:07,579,579
580,358-31-0113,Пассажирский,10:20,9:23,580,580
581,230-68-0219,Грузовой,18:05,18:41,581,581
582,744-75-5892,Пассажирский,22:52,16:00,582,582
583,795-08-3989,Грузовой,2:20,7:49,583,583
584,593-20-9903,Грузовой,1:49,0:45,584,584
585,139-94-4687,Пассажирский,4:17,3:02,585,585
586,664-38-3252,Грузовой,8:23,12:11,586,586
587,628-75-3081,Пассажирский,7:01,10:07,587,587
588,791-22-4096,Грузовой,5:28,8:34,588,588
589,399-83-4133,Грузовой,7:24,15:05,589,589
590,369-02-4682,Пассажирский,13:11,9:06,590,590
591,423-67-6572,Пассажирский,10:01,3:50,591,591
592,657-70-7640,Пассажирский,0:35,17:34,592,592
593,595-23-3745,Пассажирский,6:14,1:30,593,593
594,334-20-8922,Грузовой,11:57,11:54,594,594
595,501-21-5000,Грузовой,11:01,21:46,595,595
596,760-06-7431,Пассажирский,4:28,16:17,596,596
597,567-05-2393,Грузовой,2:41,3:00,597,597
598,769-44-5593,Пассажирский,12:22,22:58,598,598
599,678-73-9817,Грузовой,4:43,17:02,599,599
600,319-85-5855,Пассажирский,0:17,10:13,600,600
601,163-28-3800,Пассажирский,13:02,5:49,601,601
602,703-59-4273,Пассажирский,3:37,4:14,602,602
603,421-24-5047,Пассажирский,7:28,3:50,603,603
604,457-43-2026,Грузовой,2:26,10:08,604,604
605,574-04-6752,Пассажирский,14:41,0:18,605,605
606,726-02-1333,Пассажирский,19:02,12:06,606,606
607,286-30-9314,Грузовой,7:00,1:17,607,607
608,201-04-4632,Пассажирский,11:07,20:30,608,608
609,643-53-6686,Грузовой,3:11,16:52,609,609
610,291-01-9099,Грузовой,18:01,8:11,610,610
611,548-21-0791,Грузовой,3:22,0:07,611,611
612,302-05-6859,Пассажирский,22:53,3:28,612,612
613,495-30-7060,Пассажирский,10:16,8:13,613,613
614,478-99-2185,Пассажирский,4:17,10:30,614,614
615,723-43-9409,Грузовой,22:03,15:26,615,615
616,793-38-7751,Грузовой,7:52,5:17,616,616
617,351-80-5236,Грузовой,22:21,9:23,617,617
618,531-70-0923,Пассажирский,0:05,4:53,618,618
619,202-11-5570,Грузовой,16:25,19:54,619,619
620,263-49-2341,Грузовой,3:20,5:33,620,620
621,782-62-5686,Пассажирский,14:05,8:16,621,621
622,889-61-4211,Грузовой,11:30,9:13,622,622
623,828-55-0148,Пассажирский,16:01,12:32,623,623
624,177-10-7961,Пассажирский,6:09,15:48,624,624
625,887-75-4047,Грузовой,13:49,3:42,625,625
626,442-22-9612,Пассажирский,22:36,11:00,626,626
627,601-13-7651,Пассажирский,11:21,21:02,627,627
628,824-58-3354,Пассажирский,3:09,15:23,628,628
629,239-03-3411,Пассажирский,13:18,14:05,629,629
630,337-19-2227,Пассажирский,15:03,5:23,630,630
631,676-63-2643,Пассажирский,14:37,23:27,631,631
632,891-97-4273,Грузовой,22:49,20:49,632,632
633,465-44-8311,Грузовой,9:40,16:45,633,633
634,795-79-1360,Грузовой,17:55,2:12,634,634
635,189-42-5300,Грузовой,17:08,20:58,635,635
636,356-94-3243,Пассажирский,19:00,16:30,636,636
637,659-72-4482,Грузовой,21:20,19:43,637,637
638,131-96-8595,Пассажирский,13:09,15:23,638,638
639,316-42-4569,Пассажирский,3:21,5:50,639,639
640,324-23-8436,Пассажирский,6:48,13:22,640,640
641,804-67-1152,Грузовой,19:14,4:45,641,641
642,324-19-3790,Пассажирский,19:32,14:35,642,642
643,375-09-3833,Пассажирский,12:44,22:38,643,643
644,850-75-6390,Грузовой,18:47,23:18,644,644
645,888-03-5118,Грузовой,4:18,10:42,645,645
646,793-21-0471,Грузовой,17:09,4:41,646,646
647,751-41-9954,Грузовой,3:39,12:40,647,647
648,221-63-2256,Грузовой,7:49,3:11,648,648
649,109-51-0972,Пассажирский,2:48,6:19,649,649
650,161-97-8325,Грузовой,14:30,16:53,650,650
651,815-46-6660,Пассажирский,10:32,14:04,651,651
652,843-29-1057,Грузовой,18:41,20:42,652,652
653,475-07-6679,Пассажирский,6:18,17:32,653,653
654,581-93-8722,Грузовой,1:24,10:36,654,654
655,315-91-3379,Пассажирский,1:39,21:23,655,655
656,456-17-0411,Пассажирский,9:12,12:12,656,656
657,305-24-2610,Пассажирский,18:27,17:39,657,657
658,312-96-8005,Грузовой,23:42,16:44,658,658
659,817-35-2197,Пассажирский,20:01,23:16,659,659
660,680-93-6257,Пассажирский,2:21,1:02,660,660
661,184-29-2232,Грузовой,4:44,23:17,661,661
662,460-76-2389,Пассажирский,20:33,8:05,662,662
663,652-85-2360,Грузовой,22:46,11:50,663,663
664,433-07-6948,Грузовой,5:28,4:11,664,664
665,532-58-6272,Пассажирский,15:14,22:44,665,665
666,569-03-6309,Пассажирский,17:28,17:28,666,666
667,738-84-8174,Грузовой,19:12,6:12,667,667
668,837-95-1870,Грузовой,20:26,10:56,668,668
669,158-34-9070,Грузовой,12:29,20:55,669,669
670,519-31-0845,Пассажирский,6:25,18:37,670,670
671,775-18-8486,Пассажирский,18:32,23:45,671,671
672,690-09-4065,Пассажирский,22:35,22:30,672,672
673,741-48-8130,Пассажирский,9:13,17:47,673,673
674,744-11-4949,Грузовой,8:45,17:33,674,674
675,310-86-7373,Грузовой,23:25,19:02,675,675
676,533-14-2813,Пассажирский,15:47,15:37,676,676
677,280-23-7469,Грузовой,9:23,13:51,677,677
678,469-36-1801,Пассажирский,11:09,10:57,678,678
679,733-04-4199,Пассажирский,2:10,19:48,679,679
680,664-88-5618,Грузовой,21:36,8:26,680,680
681,696-22-4123,Пассажирский,1:12,3:42,681,681
682,296-18-8806,Пассажирский,12:45,20:48,682,682
683,373-62-3504,Пассажирский,7:59,1:42,683,683
684,838-09-4657,Грузовой,12:25,17:48,684,684
685,717-64-2415,Грузовой,19:24,17:24,685,685
686,742-24-3699,Грузовой,5:45,18:36,686,686
687,353-16-6956,Пассажирский,3:32,1:49,687,687
688,815-45-8899,Грузовой,2:43,19:16,688,688
689,366-70-1681,Пассажирский,0:05,12:30,689,689
690,315-46-0556,Пассажирский,8:50,0:40,690,690
691,669-20-5230,Грузовой,23:04,23:29,691,691
692,154-06-2337,Грузовой,6:35,3:47,692,692
693,764-31-4551,Грузовой,0:27,20:18,693,693
694,707-73-4958,Грузовой,13:11,3:06,694,694
695,348-52-6485,Пассажирский,16:34,5:43,695,695
696,132-69-7193,Пассажирский,2:27,2:35,696,696
697,350-20-6389,Пассажирский,2:27,7:38,697,697
698,235-18-4964,Грузовой,9:06,18:18,698,698
699,201-21-0437,Грузовой,4:10,10:31,699,699
700,439-78-4950,Грузовой,12:22,22:21,700,700
701,736-57-3694,Пассажирский,20:30,1:18,701,701
702,301-13-9428,Пассажирский,17:54,2:31,702,702
703,145-34-8921,Грузовой,15:24,8:13,703,703
704,677-50-2243,Грузовой,6:02,13:18,704,704
705,235-08-3062,Грузовой,6:57,18:01,705,705
706,246-15-9193,Грузовой,16:21,23:11,706,706
707,677-61-0748,Пассажирский,8:13,0:32,707,707
708,120-34-5919,Грузовой,5:58,0:51,708,708
709,293-62-8306,Грузовой,14:34,12:05,709,709
710,671-05-2858,Грузовой,2:41,16:13,710,710
711,605-74-3588,Пассажирский,6:30,18:53,711,711
712,249-46-3437,Пассажирский,21:54,1:12,712,712
713,878-86-1608,Пассажирский,0:26,22:11,713,713
714,640-02-9246,Пассажирский,20:02,13:41,714,714
715,102-06-8900,Грузовой,11:09,11:08,715,715
716,187-34-2188,Грузовой,17:08,22:44,716,716
717,849-50-7163,Грузовой,16:35,5:00,717,717
718,415-81-5263,Пассажирский,0:29,3:12,718,718
719,572-46-5955,Пассажирский,18:42,15:18,719,719
720,182-55-4473,Пассажирский,4:17,20:48,720,720
721,259-08-7035,Грузовой,22:07,2:09,721,721
722,362-67-8623,Грузовой,20:09,7:36,722,722
723,753-72-3459,Пассажирский,18:28,12:00,723,723
724,346-54-0547,Грузовой,1:16,2:54,724,724
725,802-67-4339,Пассажирский,9:08,14:00,725,725
726,309-13-6880,Грузовой,17:04,7:03,726,726
727,407-03-6915,Грузовой,8:02,2:48,727,727
728,631-40-5426,Пассажирский,14:19,2:30,728,728
729,612-57-0687,Пассажирский,11:12,1:30,729,729
730,891-35-6979,Грузовой,17:29,22:07,730,730
731,605-14-5228,Пассажирский,13:04,16:24,731,731
732,768-43-2367,Грузовой,15:27,2:45,732,732
733,837-62-5584,Грузовой,9:10,18:50,733,733
734,548-53-6272,Пассажирский,14:31,11:56,734,734
735,239-35-0897,Пассажирский,3:18,16:42,735,735
736,308-78-8295,Пассажирский,6:55,17:53,736,736
737,404-47-9159,Грузовой,13:40,17:16,737,737
738,510-77-5701,Грузовой,7:10,13:18,738,738
739,284-40-8504,Грузовой,5:00,8:07,739,739
740,623-01-1458,Пассажирский,23:46,3:44,740,740
741,805-86-1353,Грузовой,20:45,5:56,741,741
742,235-25-9634,Грузовой,5:55,3:43,742,742
743,760-04-5541,Грузовой,18:14,22:09,743,743
744,499-61-2228,Грузовой,20:48,19:56,744,744
745,774-49-2624,Грузовой,19:45,13:05,745,745
746,125-15-1245,Пассажирский,17:08,6:08,746,746
747,893-90-3617,Грузовой,0:09,0:48,747,747
748,206-82-6506,Грузовой,5:15,16:30,748,748
749,322-10-9077,Пассажирский,13:37,16:25,749,749
750,562-63-8586,Грузовой,16:24,19:48,750,750
751,212-20-6536,Пассажирский,22:10,1:48,751,751
752,371-80-3895,Грузовой,15:16,18:23,752,752
753,237-20-2316,Грузовой,9:48,17:08,753,753
754,716-53-4655,Пассажирский,14:48,17:05,754,754
755,661-38-4816,Пассажирский,11:49,23:09,755,755
756,561-66-8389,Грузовой,10:59,1:23,756,756
757,777-40-3927,Грузовой,15:10,0:56,757,757
758,191-78-8427,Пассажирский,19:29,0:33,758,758
759,192-05-6290,Грузовой,19:49,20:43,759,759
760,352-57-9485,Пассажирский,20:34,12:22,760,760
761,101-22-0725,Грузовой,4:31,6:52,761,761
762,119-18-7937,Грузовой,7:38,16:48,762,762
763,533-40-3666,Пассажирский,14:39,17:21,763,763
764,383-53-5004,Грузовой,1:22,15:25,764,764
765,882-35-5892,Грузовой,0:26,10:56,765,765
766,173-93-0991,Пассажирский,14:03,23:52,766,766
767,379-39-3822,Грузовой,14:39,23:05,767,767
768,218-65-7909,Грузовой,19:01,1:06,768,768
769,247-97-8142,Пассажирский,23:20,12:34,769,769
770,858-57-7873,Пассажирский,8:32,0:18,770,770
771,311-41-0920,Пассажирский,14:30,8:42,771,771
772,340-93-7780,Пассажирский,13:10,18:45,772,772
773,206-97-1453,Грузовой,1:10,21:03,773,773
774,612-61-8689,Пассажирский,15:43,8:01,774,774
775,558-29-2157,Грузовой,4:31,18:13,775,775
776,101-30-5442,Грузовой,1:09,21:51,776,776
777,621-19-8557,Грузовой,0:07,14:40,777,777
778,802-36-2627,Грузовой,21:59,7:09,778,778
779,252-22-3058,Грузовой,10:49,14:11,779,779
780,856-30-5094,Пассажирский,3:06,20:07,780,780
781,644-15-9522,Пассажирский,9:32,7:25,781,781
782,475-16-6886,Грузовой,17:09,9:02,782,782
783,469-81-7662,Пассажирский,0:18,5:25,783,783
784,718-39-4299,Пассажирский,17:33,20:44,784,784
785,842-41-9439,Грузовой,20:06,21:42,785,785
786,595-30-2783,Грузовой,16:16,20:06,786,786
787,752-25-8566,Пассажирский,20:56,8:56,787,787
788,101-02-1464,Грузовой,10:11,22:40,788,788
789,741-61-7370,Грузовой,1:54,15:44,789,789
790,625-53-6581,Грузовой,9:17,3:01,790,790
791,257-48-3642,Грузовой,8:15,15:28,791,791
792,816-64-5006,Грузовой,11:17,19:20,792,792
793,249-90-1905,Пассажирский,13:48,15:21,793,793
794,884-07-2761,Грузовой,10:19,0:07,794,794
795,362-08-2922,Пассажирский,15:11,2:50,795,795
796,268-83-7074,Пассажирский,23:25,11:12,796,796
797,251-72-2377,Пассажирский,3:56,10:02,797,797
798,576-70-9624,Пассажирский,8:31,17:37,798,798
799,180-96-3546,Грузовой,17:40,19:19,799,799
800,498-61-2296,Грузовой,13:07,5:47,800,800
801,101-80-0910,Пассажирский,17:16,20:32,801,801
802,113-02-8630,Грузовой,10:47,22:27,802,802
803,308-67-0217,Грузовой,21:16,5:31,803,803
804,890-97-7464,Пассажирский,3:31,22:57,804,804
805,589-28-9969,Грузовой,19:59,4:38,805,805
806,224-60-1807,Пассажирский,4:43,10:30,806,806
807,805-01-7643,Грузовой,19:13,1:02,807,807
808,452-08-5685,Грузовой,9:29,18:30,808,808
809,272-28-3440,Грузовой,19:59,8:47,809,809
810,630-78-5614,Грузовой,2:59,4:08,810,810
811,663-70-1656,Пассажирский,12:14,13:33,811,811
812,182-79-3727,Грузовой,18:11,6:38,812,812
813,195-68-7101,Грузовой,15:35,5:42,813,813
814,527-92-8331,Пассажирский,8:01,14:59,814,814
815,574-43-5260,Пассажирский,9:39,17:01,815,815
816,314-92-6265,Пассажирский,17:27,14:21,816,816
817,470-68-4176,Грузовой,19:04,1:31,817,817
818,836-70-3100,Пассажирский,11:01,8:13,818,818
819,189-41-5730,Пассажирский,6:18,20:30,819,819
820,597-70-4465,Грузовой,21:31,18:51,820,820
821,179-78-7588,Грузовой,14:41,17:33,821,821
822,535-14-5855,Грузовой,23:09,11:37,822,822
823,157-53-3636,Грузовой,12:20,19:21,823,823
824,117-08-6398,Пассажирский,20:54,18:26,824,824
825,133-54-0106,Грузовой,16:14,3:49,825,825
826,597-21-2950,Грузовой,15:00,2:39,826,826
827,454-08-1695,Грузовой,7:51,20:48,827,827
828,560-11-6004,Грузовой,9:53,5:59,828,828
829,544-73-5452,Пассажирский,8:08,20:59,829,829
830,391-73-2679,Грузовой,8:49,6:49,830,830
831,813-03-2755,Грузовой,23:36,6:09,831,831
832,396-26-5194,Пассажирский,11:21,2:01,832,832
833,326-97-2730,Пассажирский,1:07,22:46,833,833
834,173-70-5296,Грузовой,2:52,7:59,834,834
835,788-27-0304,Грузовой,9:48,16:42,835,835
836,547-42-9996,Грузовой,0:06,6:21,836,836
837,131-18-8173,Пассажирский,17:23,14:32,837,837
838,561-89-5820,Грузовой,3:50,15:40,838,838
839,113-18-7109,Грузовой,0:34,16:59,839,839
840,233-88-0648,Грузовой,8:21,21:44,840,840
841,555-28-9248,Грузовой,12:38,23:46,841,841
842,282-24-9575,Грузовой,8:09,0:54,842,842
843,482-11-7584,Пассажирский,21:31,18:58,843,843
844,433-10-0086,Пассажирский,2:15,20:16,844,844
845,724-24-2370,Пассажирский,1:20,19:24,845,845
846,731-04-3985,Пассажирский,5:16,0:33,846,846
847,516-16-4496,Пассажирский,8:53,15:16,847,847
848,361-89-4962,Грузовой,19:08,3:27,848,848
849,336-36-7276,Пассажирский,8:19,22:59,849,849
850,609-55-8162,Грузовой,7:23,16:17,850,850
851,598-87-4115,Пассажирский,12:26,2:19,851,851
852,159-95-7127,Грузовой,13:54,18:06,852,852
853,373-84-4394,Грузовой,21:44,17:21,853,853
854,703-26-4720,Грузовой,10:08,14:26,854,854
855,163-48-4298,Грузовой,19:00,1:37,855,855
856,792-93-5357,Грузовой,3:06,0:44,856,856
857,898-94-2310,Пассажирский,3:50,9:53,857,857
858,346-34-0707,Пассажирский,3:07,11:09,858,858
859,805-79-8257,Грузовой,14:27,6:42,859,859
860,244-33-3053,Грузовой,8:40,1:03,860,860
861,510-41-0604,Пассажирский,4:01,12:09,861,861
862,891-44-6593,Пассажирский,14:27,13:00,862,862
863,845-24-3426,Пассажирский,17:38,9:07,863,863
864,825-79-7232,Грузовой,20:54,18:31,864,864
865,106-35-5196,Пассажирский,9:14,0:25,865,865
866,155-84-3362,Пассажирский,12:17,13:07,866,866
867,270-12-4081,Пассажирский,22:29,2:20,867,867
868,794-98-8183,Грузовой,1:20,15:31,868,868
869,494-38-9859,Грузовой,15:50,20:44,869,869
870,282-64-4320,Пассажирский,19:35,23:22,870,870
871,667-15-6814,Пассажирский,13:21,20:25,871,871
872,244-47-5921,Пассажирский,7:12,6:32,872,872
873,460-51-2779,Грузовой,1:53,3:59,873,873
874,119-06-5700,Грузовой,1:59,23:27,874,874
875,754-16-3733,Грузовой,19:05,3:40,875,875
876,838-78-4608,Грузовой,3:58,12:11,876,876
877,595-37-5172,Грузовой,18:58,0:08,877,877
878,700-68-6510,Пассажирский,9:53,13:31,878,878
879,725-61-1162,Грузовой,0:20,22:22,879,879
880,885-70-7151,Грузовой,14:28,14:57,880,880
881,682-21-0452,Грузовой,9:16,7:17,881,881
882,285-48-6556,Грузовой,21:26,11:24,882,882
883,558-09-0224,Пассажирский,0:14,14:06,883,883
884,309-20-4819,Пассажирский,11:02,17:03,884,884
885,808-96-2651,Пассажирский,13:43,19:32,885,885
886,611-13-5806,Грузовой,19:57,23:05,886,886
887,498-25-1989,Пассажирский,1:34,17:42,887,887
888,367-37-2759,Пассажирский,18:21,14:35,888,888
889,256-27-0337,Пассажирский,11:47,9:26,889,889
890,821-28-6850,Грузовой,14:58,19:09,890,890
891,226-84-7179,Пассажирский,5:47,6:02,891,891
892,663-26-8214,Грузовой,14:46,11:54,892,892
893,853-13-0623,Пассажирский,14:43,15:36,893,893
894,640-64-4196,Пассажирский,16:55,12:50,894,894
895,288-44-8445,Грузовой,22:42,8:13,895,895
896,330-75-5320,Пассажирский,8:53,17:31,896,896
897,588-32-5759,Грузовой,0:08,2:29,897,897
898,205-03-3838,Пассажирский,3:57,16:26,898,898
899,340-77-7849,Грузовой,0:24,5:16,899,899
900,656-51-6600,Пассажирский,0:28,20:46,900,900
901,378-03-3972,Пассажирский,10:11,9:29,901,901
902,494-98-0591,Грузовой,1:05,9:37,902,902
903,490-93-4226,Грузовой,7:30,8:06,903,903
904,485-13-3873,Грузовой,21:13,3:36,904,904
905,427-44-4579,Пассажирский,19:55,20:47,905,905
906,476-92-9777,Пассажирский,14:00,2:08,906,906
907,363-59-3814,Грузовой,20:12,3:01,907,907
908,541-99-2165,Грузовой,0:37,12:01,908,908
909,392-41-6977,Пассажирский,8:15,1:22,909,909
910,768-93-7242,Грузовой,8:37,8:20,910,910
911,856-42-9988,Грузовой,21:08,16:46,911,911
912,422-46-3430,Пассажирский,14:07,10:46,912,912
913,370-75-0360,Грузовой,3:00,13:34,913,913
914,218-07-3898,Грузовой,10:41,16:09,914,914
915,857-26-1023,Пассажирский,23:48,7:58,915,915
916,190-99-3777,Пассажирский,7:45,17:32,916,916
917,692-98-5428,Пассажирский,1:31,20:15,917,917
918,428-06-5877,Грузовой,23:57,13:53,918,918
919,300-42-2362,Грузовой,7:09,15:43,919,919
920,676-75-9669,Пассажирский,3:51,18:16,920,920
921,791-10-6455,Пассажирский,0:14,15:19,921,921
922,480-60-6113,Грузовой,14:45,21:01,922,922
923,157-86-6674,Пассажирский,8:26,3:32,923,923
924,267-37-6198,Пассажирский,0:20,9:54,924,924
925,834-16-7201,Грузовой,17:32,1:29,925,925
926,282-89-6439,Грузовой,23:42,18:20,926,926
927,130-26-9387,Грузовой,1:26,11:30,927,927
928,238-85-3973,Пассажирский,22:56,23:46,928,928
929,383-04-8406,Пассажирский,4:51,4:16,929,929
930,604-60-5480,Пассажирский,0:52,12:19,930,930
931,511-80-1367,Пассажирский,2:03,13:09,931,931
932,534-36-9343,Пассажирский,8:19,16:28,932,932
933,705-81-4734,Пассажирский,5:20,7:27,933,933
934,867-24-2852,Грузовой,4:19,12:10,934,934
935,860-07-9713,Пассажирский,23:03,5:30,935,935
936,855-33-3510,Пассажирский,4:24,20:10,936,936
937,788-31-3495,Грузовой,0:46,5:09,937,937
938,671-26-9957,Пассажирский,19:58,18:17,938,938
939,631-78-6023,Грузовой,4:08,22:26,939,939
940,780-97-7719,Грузовой,4:49,18:03,940,940
941,126-90-8430,Грузовой,11:00,21:40,941,941
942,441-08-1828,Пассажирский,23:33,5:57,942,942
943,561-60-2076,Пассажирский,20:57,14:52,943,943
944,511-11-3895,Грузовой,8:57,17:21,944,944
945,300-80-9719,Пассажирский,11:23,9:22,945,945
946,522-03-6922,Пассажирский,19:09,7:28,946,946
947,592-99-2288,Пассажирский,21:18,12:20,947,947
948,556-78-0571,Грузовой,1:16,18:57,948,948
949,546-12-0125,Грузовой,17:26,11:27,949,949
950,517-29-3932,Пассажирский,4:35,10:47,950,950
951,188-42-8886,Пассажирский,18:27,13:03,951,951
952,746-80-2474,Грузовой,12:08,23:15,952,952
953,456-43-3584,Грузовой,19:41,4:35,953,953
954,465-77-2016,Пассажирский,9:08,21:26,954,954
955,283-54-5493,Пассажирский,6:46,3:35,955,955
956,265-09-0169,Грузовой,11:44,18:27,956,956
957,401-45-3439,Пассажирский,23:04,13:05,957,957
958,779-66-0756,Грузовой,22:13,20:34,958,958
959,878-29-9628,Грузовой,6:45,4:25,959,959
960,689-81-4995,Пассажирский,20:19,12:10,960,960
961,101-53-8512,Грузовой,12:08,23:16,961,961
962,490-69-1040,Грузовой,7:02,16:23,962,962
963,133-24-0234,Пассажирский,4:23,22:46,963,963
964,384-54-1378,Пассажирский,22:38,0:03,964,964
965,706-83-7396,Пассажирский,9:17,19:15,965,965
966,340-58-0834,Пассажирский,12:16,18:44,966,966
967,507-53-0659,Грузовой,13:08,20:31,967,967
968,237-20-9205,Пассажирский,13:00,7:17,968,968
969,127-54-2620,Грузовой,21:40,10:41,969,969
970,509-13-2931,Грузовой,9:33,20:01,970,970
971,869-52-2640,Пассажирский,5:02,1:37,971,971
972,887-82-4492,Грузовой,13:56,3:25,972,972
973,518-66-8122,Пассажирский,3:38,8:29,973,973
974,384-44-3124,Пассажирский,4:33,9:29,974,974
975,360-22-7371,Пассажирский,13:37,10:25,975,975
976,471-53-3761,Грузовой,20:47,19:30,976,976
977,185-42-3994,Грузовой,13:30,13:38,977,977
978,840-99-7290,Пассажирский,7:56,21:03,978,978
979,717-53-4826,Грузовой,23:04,2:18,979,979
980,263-01-0896,Грузовой,0:30,16:34,980,980
981,502-11-1943,Пассажирский,4:34,23:34,981,981
982,556-26-8161,Грузовой,15:57,12:45,982,982
983,110-76-0956,Пассажирский,20:18,7:31,983,983
984,431-65-3794,Пассажирский,12:01,8:02,984,984
985,517-27-4932,Пассажирский,0:11,0:22,985,985
986,681-87-6489,Пассажирский,5:29,3:51,986,986
987,825-77-6070,Пассажирский,12:06,19:08,987,987
988,437-44-4862,Пассажирский,23:16,0:37,988,988
989,295-61-9374,Грузовой,6:59,4:28,989,989
990,523-53-7043,Пассажирский,13:14,15:44,990,990
991,139-14-6014,Пассажирский,17:24,2:32,991,991
992,638-26-5385,Пассажирский,9:06,5:39,992,992
993,187-43-9584,Пассажирский,6:57,18:45,993,993
994,820-58-9659,Пассажирский,13:49,16:14,994,994
995,759-85-6504,Грузовой,6:31,16:10,995,995
996,596-65-2508,Пассажирский,10:59,12:38,996,996
997,438-37-1744,Пассажирский,8:45,16:31,997,997
998,497-18-1751,Пассажирский,5:03,23:54,998,998
999,417-17-6588,Грузовой,14:13,12:11,999,999
1000,137-95-9266,Пассажирский,18:32,12:42,1000,1000
